title,phone,website,emails,email_count,city,countryCode,totalScore,categoryName
Al Kaser Garage Car Repair Services in Dubai,+971 56 312 6029,http://www.alkasergarage.com/,,0,Dubai,AE,4.5,Auto repair shop
RightFixers Handyman Dubai Services,+971 56 996 9931,https://www.rightfixers.com/,support@rightfixers.com,1,Dubai,AE,4.8,Air conditioning repair service
Increation Technical Services in Dubai-Building Maintenance in Dubai | Painting & Plumbing Works | Gypsum Works in Dubai,+971 55 226 3810,https://increationuae.com/,project@increationuae.com | john@doe.com | info@increationuae.com,3,Dubai,AE,4,Air conditioning repair service
Kool Koncept Technical Services L.L.C.,+971 55 586 4372,,,0,,,4.8,Air conditioning repair service
Home Ac service or All air conditioning clean split window duck and chilar Ac in Dubai,+971 55 816 2716,,,0,,,,HVAC contractor
Ensure Service Dubai,+971 50 968 0885,http://ensureservices.ae/,,0,Dubai,AE,4.4,Air conditioning repair service
Tanmiq Technical Services,+971 58 588 7801,http://www.tanmiq.com/,,0,Dubai,AE,5,Property maintenance
Rio Time Technical Services LLC,+971 55 262 5454,https://riotime.ae/,riotimedubai@gmail.com | info@riotime.ae,2,Dubai,AE,,Air conditioning repair service
Barjeel Air Conditioning Services LLC,+971 56 651 5438,https://barjeelac.com/,sales@barjeelac.com,1,Dubai,AE,4.8,Construction company
"PCB, VFD, AC DC DRIVE, SERVO DRIVE, BIOMEDICAL, VFD REPAIR, PLC, CNC, HMI REPAIR SERVICES - EPOCH TECHNICAL",+971 50 280 6646,https://epochtechnical.com/,,0,Dubai,AE,4.6,Repair service
AST Technical Services,+971 52 766 6727,https://asttechnicalservice.com/,asttechnical@gmail.com,1,Dubai,AE,4.3,Property maintenance
Dream Zone Service,+971 50 917 4881,http://www.dreamzoneservice.com/,dreamzone24x7@gmail.com,1,Dubai,AE,4.8,Property maintenance
Maxicare Facility Management Services,+971 55 983 6078,http://maxicareme.com/,info@maxicareme.com,1,Dubai,AE,4.5,Swimming pool repair service
Merit Technical Services Works LLC,+971 58 259 9735,https://merittech.ae/,,0,Dubai,AE,4.9,Property maintenance
Lifelong Technical Services LLC,+971 52 646 7407,https://www.lifelongkvm.com/,info@lifelongkvm.com,1,Dubai,AE,4.8,Electrician
Bait Al Namir technical service llc,+971 56 408 4548,https://www.alnamirtech.com/,info@alnamirtech.com,1,Dubai,AE,2.8,Property maintenance
RADHE MGB TECHNICAL SERVICES,+971 50 873 3170,https://www.radhemgb.com/,mdradhemgb@gmail.com | info@radhemgb.com,2,Dubai,AE,5,Property maintenance
Six Point Technical Services L.L.C,+971 52 788 9493,https://sixpointtechnicalservices.com/,contact@mysite.com | info@sixpointtechnicalservices.com,2,Dubai,AE,4.6,Property maintenance
Sunshine Auto Repair Workshop Dubai | Car Garage in Al Qusais | Mobile Mechanic Services,+971 55 168 1948,https://www.sunshineauto.ae/,fixmycar@sunshineauto.ae,1,Dubai,AE,4,Car repair and maintenance service
CAR GUYS AUTO SERVICES || Best Garage || German Car Repair,,https://carguys.ae/,webmaster@carguys.ae,1,Dubai,AE,4.7,Auto repair shop
Car Repair & Battery Replacement Service Dubai,+971 56 870 3512,https://www.fixcardubai.com/,fixcardubai@gmail.com | your@email.com | 24carrepairdubai@gmail.com,3,Dubai,AE,4.9,Car repair and maintenance service
Rapid Action Best and fast car repair in dubai,+971 52 370 6061,https://rapidaction.ae/,,0,Dubai,AE,4.2,Mechanic
The Fast Cleaning Services in Dubai,+971 50 243 4885,https://thefastclean.ae/,admin@thefastclean.ae,1,Dubai,AE,5,House cleaning service
AUTO ZOOM CAR REPAIRING,+971 54 749 1460,https://autozoomcarrepairing.com/,bobbyperdana48@gmail.com,1,Dubai,AE,4,Auto repair shop
Express Repairs Dubai,+971 56 936 4833,https://expressrepairdubai.com/,info@expressrepairdubai.com,1,Dubai,AE,5,Air conditioning repair service
Digital Car Repair Dubai,+971 56 535 8796,https://www.dcarrepairdubai.com/,,0,Dubai,AE,4.7,Auto repair shop
Qistina Technical Services LLC,+971 4 339 0370,,,0,Dubai,AE,5,Air conditioning repair service
AC Maintenance MK Technical Services,+971 56 255 1815,,,0,,,5,Air compressor repair service
Fair Deal Auto Repairing,+971 50 781 7560,https://www.simplife.ae/company-details/fair-deal-auto-repairing-3388,info@simplife.ae | fairdealautows@gmail.com,2,Abu Dhabi,AE,4.7,Auto repair shop
Tyreplus Petromin Express,+971 50 909 3125,https://www.tyreplus-me.com/ar/uae/dealers/abu-dhabi/tyreplus-petromin-express?utm_source=Google&utm_medium=organic&utm_campaign=Uberall_GBP&utm_content=LDS&utm_term=Uberall_GBP,,0,Abu Dhabi,AE,4.8,Tire shop
Universal Auto Garage,+971 2 555 4944,https://www.uagarage.com/,,0,Abu Dhabi,AE,4.6,Auto repair shop
Al Sarab Commercial Center,,,,0,Abu Dhabi,AE,4.1,Construction company
SPEED INTERNATIONAL AUTO REPAIR GARAGE L.L.C,+971 2 555 1331,https://speedinternational.industrielleads.com/,,0,Abu Dhabi,AE,4.6,Car repair and maintenance service
Breezecoolac,+971 56 238 1542,https://breezecoolac.ae/,info@breezecoolac.ae,1,Dubai,AE,5,Air conditioning store
Maintenance Market Dubai,+971 58 259 1019,https://www.maintenancemarketdubai.com/,info@infrabuild.ae,1,Dubai,AE,5,Electrician
Aldaem Facility Management,+971 52 138 9716,https://www.aldaemfm.com/,info@aldaemfm.com,1,Dubai,AE,4.9,Property maintenance
Hashim Auto Electric A/c & Mechanical Repairs & Cars Computer Diagnostic & Fixing Workshop,+971 55 804 2612,,,0,Dubai,AE,4.8,Auto electrical service
Comex National Cleaning Services | Water Tank Cleaning in Dubai | AC Duct Cleaning in Dubai,+971 50 796 2328,https://comexnational.ae/,info@comexnational.com | infouae@comexnational.com,2,Dubai,AE,4.8,Air duct cleaning service
Green Horizon Building Cleaning LLC,+971 50 408 5486,http://greenhorizon.ae/,sales@greenhorizon.ae,1,Dubai,AE,4.3,Air duct cleaning service
UrbanAir Technical Services,+971 54 246 7544,https://urbanairtech.com/,,0,Dubai,AE,4.9,Air conditioning repair service
Ezyfix Propcare Technical Services (L.L.C.),+971 50 353 7988,https://ezyfixprop.ae/,,0,Dubai,AE,4.8,Property maintenance
Ecco Maintenance and Cleaning Services L.L.C.,+971 52 903 2550,,,0,,,3.4,Air conditioning repair service
Evershine Cleaning Disinfection Pest control Services,+971 2 553 1851,https://www.evershineuae.net/,info@evershineuae.net | dxb@evershineuae.net,2,Abu Dhabi,AE,4.9,Cleaners
Super General Company,+971 2 447 6047,http://www.supergeneral.com/,,0,Abu Dhabi,AE,3.1,Store
SK TOP SERVICES,+971 56 887 1354,http://www.sktopservices.com/,sktopservices001@gmail.com,1,,,5,Repair service
ADEAREST (Abu Dhabi Electrical & Air Conditioning Refrigeration Establishment),+971 2 555 4424,https://www.adearest.com/,info@adearest.com,1,Abu Dhabi,AE,5,Appliance store
Al Mubashir Auto Repair LLC,+971 55 606 2224,https://mubashirautorepair.com/,,0,Abu Dhabi,AE,4.2,Auto repair shop
RMS BUILDING CONTRACTING & AC SERVICE L.L.C,+971 56 353 7662,http://www.rmscontractinguae.com/,,0,Dubai,AE,,Construction company
Global Central Ac Works SP LLC,+971 50 702 4288,https://www.globalcentralac.com/index.html,,0,Abu Dhabi,AE,,Mechanical contractor
DHABI ONE,+971 2 555 1007,http://www.dhabione.com/,,0,Abu Dhabi,AE,3.2,Electronics company
𝗗𝗜𝗔𝗠𝗢𝗡𝗗 𝗕𝗥𝗜𝗚𝗛𝗧 𝗔𝗨𝗧𝗢 𝗪𝗢𝗥𝗞𝗦𝗛𝗢𝗣,+971 2 550 9249,https://www.db-carcare.com/,service@db-carcare.com,1,Abu Dhabi,AE,4.4,Car repair and maintenance service
Flament Electrical contracting LLC,+971 56 602 7997,http://www.flamentme.com/,,0,Abu Dhabi,AE,4.1,General contractor
Renofix,+971 600 535350,https://instagram.com/renofixae?igshid=YmMyMTA2M2Y=,,0,Abu Dhabi,AE,5,Property maintenance
Census International Company LLC - Facilities Management,+971 800 236787,http://www.census.ae/,info@census.ae,1,Abu Dhabi,AE,3.5,Property maintenance
Hayatt Group Facilities Management LLC,+971 2 491 8790,https://www.hayattgroup.ae/,office@hayattgroup.ae,1,Abu Dhabi,AE,4.8,Property maintenance
Master Mechanical Equipment L.L.C,+971 2 555 3534,http://www.masteruae.com/,sales@masteruae.ae,1,Abu Dhabi,AE,4.6,Equipment supplier
Workshop Umar Mushtaq Auto Repairs LLC,+971 50 512 0476,https://umarmushtaqauto.com/,,0,Abu Dhabi,AE,3.9,Auto repair shop
Core cutting and scanning,+971 55 178 1191,https://corecuttingwork.com/,,0,Abu Dhabi,AE,4.8,Concrete contractor
الميزان الملكي الالكتروني,+971 2 555 6272,,,0,Abu Dhabi,AE,4.5,Wheel alignment service
Center Point Electronics Abu dhabi تصليح الكترونيات,+971 58 128 2438,http://centerpointelectronics.com/,,0,Abu Dhabi,AE,3.5,Appliance repair service
"Car Battery ,Car Ac ,Car mechanic",+971 50 933 8086,https://www.tiktok.com/@mandiala8086?_r=1&_t=ZS-93OSgo9X9fd,,0,Abu Dhabi,AE,5,Car repair and maintenance service
Absolute Central Air conditioners Maintenance,+971 56 951 9282,http://www.absolutecacm.com/,absolutecacm@gmail.com,1,Abu Dhabi,AE,3.5,HVAC contractor
Thirty1 Facilities Management,+971 56 763 6543,https://www.thirty1fm.com/,info@thirty1fm.com,1,Abu Dhabi,AE,5,Property maintenance
Palm Leaves General Contracting LLC,+971 2 628 2959,,,0,Abu Dhabi,AE,3.8,HVAC contractor
Hamza Malik Auto Repair Service,+971 56 480 4081,,,0,Abu Dhabi,AE,4,Mechanic
THERMODYNAMICS TECHNICAL SERVICES LLC,+971 50 826 3998,https://thermodynamics-me.com/,sales@thermodynamics-me.com,1,Abu Dhabi,AE,,HVAC contractor
TURBO LINK AUTO ACCESSORIES TRADING - Abu Dhabi,+971 50 834 7006,,,0,Abu Dhabi,AE,4.7,Car battery store
Global car battery Replacement Abu Dhabi جلوبال تغيير بطاريه سيارات ابوظبي,+971 50 309 1405,https://globalcarbattery.com/,info@globalcarbattery.com,1,Abu Dhabi,AE,4.6,Car battery store
Fixit Interior Desing Branch of Abu Dhabi 1,+971 56 667 2688,https://paintersabudhabi.com/,paintersabudhabi@gmail.com,1,Abu Dhabi,AE,4.6,Painter
BRIGHT STREET FACILITIES MANAGEMENT,+971 54 217 9361,https://bsfm.ae/,brightstarmaids.net@gmail.com,1,Abu Dhabi,AE,4.8,House cleaning service
TYREPLUS Auto Spa,+971 2 556 7335,https://www.tyreplus-me.com/ar/uae/dealers/abu-dhabi/tyreplus-auto-spa?utm_source=Google&utm_medium=organic&utm_campaign=Uberall_GBP&utm_content=LDS&utm_term=Uberall_GBP,,0,Abu Dhabi,AE,4.8,Tire shop
Basics Electromechanical and building Maintenance,+971 2 665 3525,http://www.basicsmaint.com/,,0,Abu Dhabi,AE,5,Building restoration service
Enviro Home Cleaning Services-LLC-OPC,+971 50 297 5720,https://www.envirohomeuae.com/,info@envirohomeuae.com,1,Abu Dhabi,AE,,House cleaning service
Stylish Advanced Decor,+971 2 508 9124,https://www.stylishadvanceddecor.ae/,info@stylishdecoruae.com,1,Abu Dhabi,AE,4.4,Interior designer
Pro Car Batteries Replacement And Auto AC Repairs,+971 56 730 4650,,,0,Abu Dhabi,AE,4.9,Car battery store
Royal Great Land General Contracting,+971 50 985 6094,http://www.royalgreatland.ae/,rglabudhabi@gmail.com | info@royalgreatland.ae,2,Abu Dhabi,AE,5,General contractor
Vehicle batteries replacement and auto repairs Ac,+971 55 843 6326,,,0,Abu Dhabi,AE,4.8,Car battery store
Expert Car Batteries Replacement And Auto Car AC,+971 54 451 1068,,,0,Abu Dhabi,AE,5,Car battery store
Ecofix Air Conditioning Repair Services Company,+971 50 279 1722,https://www.ecofixdxb.site/,ecofixacrepair@gmail.com,1,Dubai,AE,4.9,Air conditioning repair service
We Fix Air Conditioners,+971 55 415 5527,https://wefixairconditioners.com/,,0,Dubai,AE,3.7,Air conditioning repair service
JLT AC REPAIRING COMPANY,+971 50 685 7570,,,0,Dubai,AE,4.4,Air conditioning repair service
Electrician mart Technical services,+971 56 192 9369,http://electricianmartuae.com/,,0,Dubai,AE,4.8,Electrician
Almawjah Alhada Technical Services,+971 50 302 4008,http://www.almawjahmaintenance.com/,,0,Dubai,AE,4.8,Home builder
Barakat Al Dar Repairing,+971 52 916 1624,https://barakataldarrepairing.com/,jablaservice@gmail.com | service@barakataldarrepairing.com,2,Dubai,AE,4.8,Appliance repair service
Handyman Dubai,+971 56 662 3611,https://www.handymanservicesdubai.com/,milenabbrandao@gmail.com | handymansdubai@gmail.com,2,Dubai,AE,4.5,Air conditioning repair service
Swipe wire general maintenance-sole proprietorship L.L.C.,+971 2 884 7566,http://swipewire.ae/,,0,Abu Dhabi,AE,4.6,Construction company
AC Repairing Abu Dhabi,+971 56 995 5858,,,0,,,,Repair service
Cleanpro Facility Management Services LLC,+971 50 228 6890,https://cleanpro.ae/,info@cleanpro.ae,1,Abu Dhabi,AE,4.6,House cleaning service
Yousuf Ahmed Electro Mechanical (YAEMCO) LLC,+971 2 666 4744,http://www.yaemco.com/,,0,Abu Dhabi,AE,2.6,Property maintenance
