"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categories/10","url","categoryName"
"The Best Auto Repair Workshop","4.1","75","Al dhafra Region",,"Abu Dhabi","AE",,"+971 50 943 8030","Car repair and maintenance service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=The%20Best%20Auto%20Repair%20Workshop&query_place_id=ChIJgSM5_5JnZz4RJ42cMMDa1WI","Car repair and maintenance service"
"Best Fast Technical Services","5","7",,,,,"https://bestfasttechnicalservices.com/","+971 56 769 6731","Repair service","Service establishment",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Best%20Fast%20Technical%20Services&query_place_id=ChIJdbZj_bhDXz4R7O87rVSg9ak","Repair service"
"Bab Al Nojoum Al Mugheirah","4.7",,"Al Mughira St",,"Abu Dhabi","AE","https://babalnojoum.com/al-mugheirah-resort/","+971 2 895 3777","Resort hotel",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bab%20Al%20Nojoum%20Al%20Mugheirah&query_place_id=ChIJp-hcfCKjXT4RlpvwxD0KR4w","Resort hotel"
"Houd Al Kawther Electromechinical Company",,,,,,,"https://houdalkawther.com/hak-profile/","+971 55 585 4101","Home builder","Service establishment",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Houd%20Al%20Kawther%20Electromechinical%20Company&query_place_id=ChIJxztrrWdDXz4RQMD4xUQ5wWs","Home builder"
"AC Repair Springs AC Maintenance Service Company Dubai | Ac Technician | Air con Repair | Ac Fixing Cleaning Ac Installation","4.7",,"3548+WP4 - SHOP 09 1st Rd",,"Dubai","AE","https://ks-acrepair.com/","+971 52 521 3420","Air conditioning repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AC%20Repair%20Springs%20AC%20Maintenance%20Service%20Company%20Dubai%20%7C%20Ac%20Technician%20%7C%20Air%20con%20Repair%20%7C%20Ac%20Fixing%20Cleaning%20Ac%20Installation&query_place_id=ChIJO-qLz4JtXz4R6IetJ4wIkc8","Air conditioning repair service"
"ALMISK AC","3.7","3","C922+87C - Al Shaheed Saif Eisa Al Naqbi St",,"Sharjah","AE",,"+971 50 527 4048","Air conditioning repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ALMISK%20AC&query_place_id=ChIJ1wLrVwBJ9D4ROeXFWkjigUw","Air conditioning repair service"
"Technical Repairing Services","4.8","409",,,"Dubai","AE","https://technicalrepairingservices.com/","+971 50 357 0250","Air conditioning repair service","Appliance repair service","Carpenter","Electrician","Machine repair service","Painter","Plumber","Repair service","Swimming pool repair service","Washer & dryer repair service",,"https://www.google.com/maps/search/?api=1&query=Technical%20Repairing%20Services&query_place_id=ChIJDxYv5zRhXz4RFcnVq1KZzeY","Air conditioning repair service"
"Pro Clean AC","5","1244","Science Park - Unit B09, Block B",,"Dubai","AE","https://www.proclean-ac.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing","+971 55 638 2341","Air conditioning repair service","Air duct cleaning service","Cleaners","Cleaning service","Sanitation service",,,,,,,"https://www.google.com/maps/search/?api=1&query=Pro%20Clean%20AC&query_place_id=ChIJ85vL5jhDXz4Ri-8V75_N1ek","Air conditioning repair service"
"Leminar Global | Ras Al Khaimah Showroom","4.7",,"Dafan Al Khor - Near Ras Al Khaimah main Post Office / Next to Home Style",,"Ras Al Khaimah","AE","https://leminar.net/","+971 7 233 7965","HVAC contractor","Air conditioning contractor","Air conditioning repair service","Air conditioning system supplier","Air duct cleaning service","Plumbing supply store",,,,,,"https://www.google.com/maps/search/?api=1&query=Leminar%20Global%20%7C%20Ras%20Al%20Khaimah%20Showroom&query_place_id=ChIJ6-au5ql29j4RIjqoHDlpsBA","HVAC contractor"
"AL ZARKAA GENERAL MAINTENENCE","4.2",,"602 Al Muntasir Rd",,"Ras Al Khaimah","AE","https://www.alzarkaarak.com/","+971 56 741 5313","Interior fitting contractor","Electrical installation service","HVAC contractor","Security system installation service","Security system supplier",,,,,,,"https://www.google.com/maps/search/?api=1&query=AL%20ZARKAA%20GENERAL%20MAINTENENCE&query_place_id=ChIJJYOXTBNx9j4RSbKyxog3xe8","Interior fitting contractor"
"Al Furat Group - Complete Cold Chain service provider Since 1988","4.3",,"HP22+6HR",,"Emirate of Umm Al Quwain","AE","http://www.alfuratgroup.net/","+971 6 767 2370","Corporate office",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Al%20Furat%20Group%20-%20Complete%20Cold%20Chain%20service%20provider%20Since%201988&query_place_id=ChIJZ6JFBpDk9T4RUWoQAGHqLWM","Corporate office"
"DOLPHIN RADIATORS & COOLING SYSTEMS LTD.","4.5",,,,"Ras Al Khaimah","AE","http://www.dolphinheattransfer.com/","+971 7 227 0052","Oil field equipment supplier",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=DOLPHIN%20RADIATORS%20%26%20COOLING%20SYSTEMS%20LTD.&query_place_id=ChIJWzsBcCtx9j4RBPAFFK47Guo","Oil field equipment supplier"
"Deqat Al Itqan Auto Maint","4.8",,"Al Zubara ​District​ Khor Fakkan, Sharjah Emirate",,"Sharjah","AE","https://www.facebook.com/profile.php?id=61569746566800","+971 54 793 4023","Auto repair shop",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Deqat%20Al%20Itqan%20Auto%20Maint&query_place_id=ChIJARrj8ZdfXz4R-NeUttiwkQo","Auto repair shop"
"R.K Air Conditioner & Refrigeration Work","4.7",,"Shop No-6 Mukhiya ji Market Sector - 137, Jumeirah Village Circle - near Paras Tiera, Nodia-201305",,"Dubai","AE","https://www.rightfixers.com/","+971 56 559 5277","HVAC contractor","Air compressor repair service","Air conditioning contractor","Air conditioning store","Appliance repair service","Handyman/Handywoman/Handyperson","Air conditioning repair service","Plumber","Property maintenance","Repair service",,"https://www.google.com/maps/search/?api=1&query=R.K%20Air%20Conditioner%20%26%20Refrigeration%20Work&query_place_id=ChIJqxqA6V509kkR9Y4S3-hVdWM","HVAC contractor"
"E2Energy LLC","5",,"301 AL NOUIMI BUILDING",,"Dubai","AE","http://www.e2energyllc.com/","+971 56 984 3600","HVAC contractor","Construction company","Interior Decorator","Kitchen remodeler","Painting",,,,,,,"https://www.google.com/maps/search/?api=1&query=E2Energy%20LLC&query_place_id=ChIJl4qENEhdXz4RjdjudBwiWIA","HVAC contractor"
"Sajid Mahmoud Air Conditioner Repair Dubai","4.8","52","53 Industrial Area 3",,"Sharjah","AE",,"+971 50 300 3203","Air conditioning repair service","Air conditioning contractor","Air duct cleaning service","Appliance repair service",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sajid%20Mahmoud%20Air%20Conditioner%20Repair%20Dubai&query_place_id=ChIJf1LHLKVeXz4RP5mwzKdedzU","Air conditioning repair service"
"Air Bliss Technical Services L.L.C","5",,,,,,"https://airblisstechnical.com/","+971 58 953 2154","HVAC contractor","Service establishment",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Air%20Bliss%20Technical%20Services%20L.L.C&query_place_id=ChIJ5Yzq1VfFZEIR_4ePZYQ18MQ","HVAC contractor"
"Al Qasr Auto Electrical & A/C Repairing","3.9","36",,,"Ras Al Khaimah","AE","https://youtube.com/channel/UCH-NbZxx3NZ9rZhxBFdGn5Q","+971 50 710 3999","Auto electrical service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Al%20Qasr%20Auto%20Electrical%20%26%20A%2FC%20Repairing&query_place_id=ChIJ5QgtiPJ29j4RhW2W9cOBmMo","Auto electrical service"
"AL REEF GROUP OF COMPANIES","5",,"Sultan Tower - Room No. 501, 1st Floor - Hamdan Bin Mohammed St",,"Abu Dhabi","AE","http://www.alreefcacw.com/","+971 50 416 5011","HVAC contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AL%20REEF%20GROUP%20OF%20COMPANIES&query_place_id=ChIJPYZfALpnXj4RE-bOd9xEXVM","HVAC contractor"
"Prime Contractors","5",,"Bank Street - Building Khalid Bin Al Waleed Rd",,"Dubai","AE","https://primecontractorsuae.com/","+971 56 617 1412","Air conditioning contractor","General contractor","Electrician","Painting","Plumber",,,,,,,"https://www.google.com/maps/search/?api=1&query=Prime%20Contractors&query_place_id=ChIJLQ2pA81hPi4RqeLTYm54Fbw","Air conditioning contractor"
"Hisn Almas Technical Services L.L.C | HVAC, Electrical, Plumbing & MEP Experts in Dubai, UAE","5",,"Malik Mohamed Al Nahyan Building Al Muroor - Office # 303",,"Dubai","AE","https://hisnalmas.com/","+971 4 886 4471","HVAC contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hisn%20Almas%20Technical%20Services%20L.L.C%20%7C%20HVAC%2C%20Electrical%2C%20Plumbing%20%26%20MEP%20Experts%20in%20Dubai%2C%20UAE&query_place_id=ChIJk86EJ55DXz4RTMnioPo2neI","HVAC contractor"
"POINT TO POINT TECHNICAL SERVICES","4.9",,"The Iridium Building Office # 209",,"Dubai","AE","https://point2pointtechservices.com/","+971 56 568 0030","HVAC contractor","Air conditioning contractor","Air conditioning repair service","Air duct cleaning service","Carpenter","Electrician","Contractor","Painting","Plumber","Tile contractor",,"https://www.google.com/maps/search/?api=1&query=POINT%20TO%20POINT%20TECHNICAL%20SERVICES&query_place_id=ChIJk3bqrwRrXz4RFbgBtZA4GiY","HVAC contractor"
"Ductfab LLC","4.4",,"46WQ+4PV Street # 3B",,"Dubai","AE",,"+971 4 338 2445","HVAC contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ductfab%20LLC&query_place_id=ChIJ_SM0MnZpXz4RIqMQH0dfG2g","HVAC contractor"
"KNH TECHNICAL SERVICES LLC","4.9",,"BURDUBAI DUBAI UAE, Building - 102 Al Raffa St",,"Dubai","AE","https://www.knhbuilds.com/","+971 52 855 6088","HVAC contractor","Camera repair shop","Gypsum product supplier","Interior designer","Interior construction contractor","Interior Decorator","Property maintenance","Tile cleaning service",,,,"https://www.google.com/maps/search/?api=1&query=KNH%20TECHNICAL%20SERVICES%20LLC&query_place_id=ChIJLbF_sarnXW8RwEtRGP9f_gA","HVAC contractor"
"MV Technical Service UAE","5",,"building no,G1-1054 - near Bus station",,"Sharjah","AE",,"+971 56 567 0178","HVAC contractor","Building materials supplier","Electrical installation service","Repair service","Painting","Plumber",,,,,,"https://www.google.com/maps/search/?api=1&query=MV%20Technical%20Service%20UAE&query_place_id=ChIJzVSm35FfXz4Ru-5LFt4WMig","HVAC contractor"
"IBR Electromechanical Work LLC","1.8",,"35WG+GFG",,"Dubai","AE",,"+971 4 228 6555","HVAC contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=IBR%20Electromechanical%20Work%20LLC&query_place_id=ChIJB6ixp9FcXz4RwXzmPzdofMQ","HVAC contractor"
"Careair Air Conditioning & Refrigeration Spare Parts Trading LLC","4.9",,"AC Market - opposite to Al Jawahara Metro Hotel",,"Dubai","AE","http://www.careair.ae/","+971 4 547 0057","HVAC contractor","Air conditioning contractor","Air conditioning repair service","Air conditioning store",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Careair%20Air%20Conditioning%20%26%20Refrigeration%20Spare%20Parts%20Trading%20LLC&query_place_id=ChIJq55TAM1DXz4R9VTHOp94dMY","HVAC contractor"
"KNOX TECHNICAL SERVICES & CONTRACTING LLC","4.7",,"1st",,"Dubai","AE","http://www.knox.ae/","+971 800 5669","HVAC contractor","Carpenter","Contractor","Electrical engineer","Construction company","Interior Decorator","Painter","Plumber","Swimming pool contractor","Tile contractor",,"https://www.google.com/maps/search/?api=1&query=KNOX%20TECHNICAL%20SERVICES%20%26%20CONTRACTING%20LLC&query_place_id=ChIJubM_mlxhXz4RierUyH2qMr0","HVAC contractor"
"Basat Anwer Technical Services L.L.C","5",,"Al Fahad - Building Office No G - 010 Hor Al Anz St",,"Dubai","AE","http://basatanwertech.com/","+971 52 405 2485","HVAC contractor","Construction company","Property maintenance","Remodeler",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Basat%20Anwer%20Technical%20Services%20L.L.C&query_place_id=ChIJ49uSIUBdXz4RpwaAD-_YbcE","HVAC contractor"
"Home Comfort Technical Services","4.8",,"57Q8+2H - Office 2006, The Binary Tower",,"Dubai","AE","https://homecomfort.me/","+971 50 515 1967","Air duct cleaning service","Bathroom remodeler","Interior Decorator","Kitchen remodeler","Painter","Pool cleaning service","Property maintenance","Waterproofing service","Window cleaning service",,,"https://www.google.com/maps/search/?api=1&query=Home%20Comfort%20Technical%20Services&query_place_id=ChIJx5IPt2JpXz4RfDtIhcyU4rw","Air duct cleaning service"
"DEYAR AL KHALEEJ TECH CONT LLC","4.5",,"Office 1503 AL Khan Corniche St",,"Sharjah","AE","http://deyar-uae.com/","+971 6 554 4198","HVAC contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=DEYAR%20AL%20KHALEEJ%20TECH%20CONT%20LLC&query_place_id=ChIJK9caoapbXz4RxbPK-Sfy1Lo","HVAC contractor"
"Hollywood Air Conditioning Trading LLC","3.8",,"10 23rd St",,"Dubai","AE","http://www.hwoodac.com/","+971 4 224 7237","HVAC contractor","Air compressor supplier","Air conditioning store","Air conditioning system supplier","Air conditioning contractor",,,,,,,"https://www.google.com/maps/search/?api=1&query=Hollywood%20Air%20Conditioning%20Trading%20LLC&query_place_id=ChIJdSL9q8pcXz4ROA9lpHaUdtk","HVAC contractor"
"United Technical Services LLC-UAE","4.8",,"United Technical Services llc - Bin Sougat Centre - Airport Rd",,"Dubai","AE","https://utsuae.ae/","+971 50 349 4708","Interior fitting contractor","Ceiling supplier","Civil engineering company","Electrician","Flooring contractor","Gypsum product supplier","Property maintenance",,,,,"https://www.google.com/maps/search/?api=1&query=United%20Technical%20Services%20LLC-UAE&query_place_id=ChIJs0trRnNdXz4RQN3B0rB7ZjQ","Interior fitting contractor"
"Triple Magnets Electromechanical Works LLC","5",,"46VC+7C6 - Sheikh Zayed Rd",,"Dubai","AE","https://www.triplemagnets.com/","+971 50 708 5433","HVAC contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Triple%20Magnets%20Electromechanical%20Works%20LLC&query_place_id=ChIJY8x5cABrXz4ROI7dzUg7pF0","HVAC contractor"
"Khansaheb Industries LLC.","4.4",,,,"Dubai","AE","https://khansaheb.com/","+971 4 880 6605","HVAC contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Khansaheb%20Industries%20LLC.&query_place_id=ChIJNxLdn4AOXz4RHLQ6anC73Zw","HVAC contractor"
"Al Majaz Electrical - L.L.C - Sole Proprietorship","4.4",,,,"Sharjah","AE",,"+971 6 533 3818","HVAC contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Al%20Majaz%20Electrical%20-%20L.L.C%20-%20Sole%20Proprietorship&query_place_id=ChIJQ0lXOlxZXz4RQOBV-vsz5Bk","HVAC contractor"
"WHALES ENERGY HVAC AIR CONDITIONING","5",,"784F+GH3 - Al Maktoum Rd",,"Dubai","AE","http://whalesenergy.com/","+971 52 749 2333","HVAC contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=WHALES%20ENERGY%20HVAC%20AIR%20CONDITIONING&query_place_id=ChIJnxowvc5cXz4RAzMGRkiY5Ds","HVAC contractor"
"Climate way technical services","5",,,,,,,"+971 50 503 2408","HVAC contractor","Service establishment",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Climate%20way%20technical%20services&query_place_id=ChIJYxhhHTYWAW8Rys2SqTi9UEI","HVAC contractor"
"Durable Works","3.8",,"Tower A - Behind city season hotel, ADCP - Electra street",,"Abu Dhabi","AE",,"+971 2 643 2838","Contractor","Interior designer","Interior fitting contractor",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Durable%20Works&query_place_id=ChIJ_____1xmXj4RRt9KAcXL32Y","Contractor"
"Al Saadia A/C Refrigeration Repairing","4.7",,"9FGG+M9J - Hassan Bin Haitham St",,"Ajman","AE",,"+971 50 852 2946","Air conditioning repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Al%20Saadia%20A%2FC%20Refrigeration%20Repairing&query_place_id=ChIJ3xyrNmJYXz4REvg0lu_Dm5k","Air conditioning repair service"
"MR AIRKON (WADI AL RAHA AUTO MAINTENANCE)","4.8",,"5 3 St",,"Sharjah","AE","https://www.mrairkon.com/","+971 54 584 8682","Refrigerated transport service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=MR%20AIRKON%20(WADI%20AL%20RAHA%20AUTO%20MAINTENANCE)&query_place_id=ChIJxx_dmllZXz4RH0OIYme0zh4","Refrigerated transport service"
"Washing machine Refrigerator Ac repair services TAREEQ Al Ensaf Gas stove near me","4.9",,"Shop 10",,"Ajman","AE",,"+971 54 577 0113","Air conditioning repair service","Repair service","Appliance repair service","Auto air conditioning service","Refrigerator repair service","Washer & dryer repair service",,,,,,"https://www.google.com/maps/search/?api=1&query=Washing%20machine%20Refrigerator%20Ac%20repair%20services%20TAREEQ%20Al%20Ensaf%20Gas%20stove%20near%20me&query_place_id=ChIJu02GQdRZXz4R4IdSfcutLxE","Air conditioning repair service"
"Al Lamah Al Fadhiah Technical Cont L.L.C","2.7",,,,"Sharjah","AE",,"+971 50 499 3652","Air duct cleaning service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Al%20Lamah%20Al%20Fadhiah%20Technical%20Cont%20L.L.C&query_place_id=ChIJmcuPAXFbXz4RfrNYslC4aJ4","Air duct cleaning service"
"Abdullah washing Machine & Fridge Repair Services","4.9",,"1 8 Street",,"Sharjah","AE","https://abdullahappliancesrepair.com/","+971 56 281 3161","Appliance repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Abdullah%20washing%20Machine%20%26%20Fridge%20Repair%20Services&query_place_id=ChIJYTu5LmFbXz4RBOa7MzX5gzk","Appliance repair service"
"Catalyst AC Spare Parts Trading L L C (Sharjah Branch)","5",,"Shop No 2 - King Abdul Aziz Rd",,"Sharjah","AE","https://www.catalystindustry.com/","+971 56 525 4588","Air conditioning system supplier",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Catalyst%20AC%20Spare%20Parts%20Trading%20L%20L%20C%20(Sharjah%20Branch)&query_place_id=ChIJozsMleFZXz4RPC4PEb_V9zQ","Air conditioning system supplier"
"Alwadi Alahmar AC & Coolant Spare Parts Tr L.L.C - SP","5",,"Park - near Madina Supermarket Market",,"Sharjah","AE",,"+971 58 583 8991","Air conditioning store","Appliance parts supplier","HVAC contractor","Refrigerator store",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Alwadi%20Alahmar%20AC%20%26%20Coolant%20Spare%20Parts%20Tr%20L.L.C%20-%20SP&query_place_id=ChIJDaQPhNBbXz4RWm7_xM89ZJA","Air conditioning store"
"AccurateFix TV and Appliances Repair","4.9",,"Belresheed Tower-1, Floor - 507 Corniche St",,"Sharjah","AE","https://accuratefixrepair.com/","+971 50 194 1346","Appliance repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AccurateFix%20TV%20and%20Appliances%20Repair&query_place_id=ChIJ6SDC2d1bXz4RCiZi27fPeHI","Appliance repair service"
